index,title,listed_in,userId,score,movieId
16862,rising high,"dramas, international movies",792,3.0,ns2672
16863,sergio,"dramas, independent movies",398,2.0,ns2673
16864,the legacy of the bones,"international movies, thrillers",1178,4.0,ns2674
16865,alelí,"comedies, dramas, international movies",127,4.0,ns2675
16866,fary : hexagone,"international tv shows, stand-up comedy & talk shows, tv comedies",255,3.0,ns2676
16867,fauda,"crime tv shows, international tv shows, tv action & adventure",41,5.0,ns2677
16868,"hail, caesar!",comedies,346,5.0,ns2678
16869,jem and the holograms,"children & family movies, dramas, music & musicals",153,2.5,ns2679
16870,maurício meirelles: generating chaos,stand-up comedy,62,5.0,ns2680
16871,puerto ricans in paris,comedies,445,2.0,ns2681
16872,stunt school,"children & family movies, comedies, international movies",74,3.0,ns2682
16873,for the broken hearted,"dramas, international movies, romantic movies",106,2.0,ns2683
16874,mischief,"comedies, dramas, independent movies",62,5.0,ns2684
16875,the innocence files,"crime tv shows, docuseries",836,3.5,ns2685
16876,world famous lover,"dramas, international movies, romantic movies",102,2.0,ns2686
16877,chris d'elia: no pain,stand-up comedy,120,0.5,ns2687
16878,new money,"dramas, international movies",37,4.0,ns2688
16879,moms at war,"comedies, dramas, international movies",12,5.0,ns2689
16880,surviving r. kelly: the impact,documentaries,457,4.0,ns2690
16881,code 8,"action & adventure, independent movies, international movies",359,4.0,ns2691
16882,brews brothers,tv comedies,229,5.0,ns2692
16883,la originals,"documentaries, international movies, music & musicals",834,1.0,ns2693
16884,love wedding repeat,"comedies, international movies, romantic movies",416,5.0,ns2694
16885,school life,"comedies, dramas, international movies",340,3.0,ns2695
16886,the main event,"children & family movies, comedies, sports movies",20,3.5,ns2696
16887,the trial,"crime tv shows, international tv shows, tv dramas",16,5.0,ns2697
16888,tigertail,dramas,11,2.5,ns2698
16889,hi score girl,"anime series, international tv shows, romantic tv shows",479,4.0,ns2699
16890,the circle france,"international tv shows, reality tv",201,5.0,ns2700
16891,born beautiful,"comedies, dramas, international movies",342,3.5,ns2701
16892,the last airbender,"action & adventure, children & family movies, sci-fi & fantasy",421,3.0,ns2702
16893,tiffany haddish: she ready! from the hood to hollywood!,stand-up comedy,15,5.0,ns2703
16894,mine 9,"dramas, independent movies",251,2.0,ns2704
16895,the florida project,"dramas, independent movies",293,2.5,ns2705
16896,dark light,"horror movies, independent movies, sci-fi & fantasy",231,2.5,ns2706
16897,the killing of a sacred deer,"dramas, independent movies, thrillers",231,2.5,ns2707
16898,angel has fallen,action & adventure,77,4.0,ns2708
16899,el reemplazante,"international tv shows, spanish-language tv shows, tv dramas",56,3.0,ns2709
16900,coffee & kareem,"action & adventure, comedies",312,0.5,ns2710
16901,legacies,"tv dramas, tv sci-fi & fantasy, teen tv shows",160,4.0,ns2711
16902,money heist: the phenomenon,"documentaries, international movies",98,2.5,ns2712
16903,the death of stalin,"comedies, dramas, independent movies",24,3.0,ns2713
16904,sol levante,"action & adventure, anime features, international movies",65,5.0,ns2714
16905,violet evergarden: eternity and the auto memory doll,"anime features, international movies, sci-fi & fantasy",363,4.0,ns2715
16906,agneepath,"dramas, international movies",15,5.0,ns2716
16907,brothers,"action & adventure, dramas, international movies",457,4.5,ns2717
16908,chhota bheem and the curse of damyaan,children & family movies,273,4.5,ns2718
16909,community,tv comedies,228,5.0,ns2719
16910,david batra: elefanten i rummet,stand-up comedy,229,2.0,ns2720
16911,dostana,"comedies, dramas, international movies",49,4.0,ns2721
16912,duniya,"action & adventure, dramas, international movies",392,3.0,ns2722
16913,duplicate,"comedies, dramas, international movies",469,5.0,ns2723
16914,friendship,"action & adventure, dramas, international movies",298,4.0,ns2724
16915,gori tere pyaar mein,"comedies, dramas, international movies",640,5.0,ns2725
16916,gumrah,"action & adventure, dramas, international movies",567,3.0,ns2726
16917,hasee toh phasee,"comedies, dramas, international movies",738,3.5,ns2727
16918,how to fix a drug scandal,"crime tv shows, docuseries",65,3.0,ns2728
16919,humpty sharma ki dulhania,"comedies, international movies, romantic movies",319,5.0,ns2729
16920,kaal,"horror movies, international movies, thrillers",114,4.0,ns2730
16921,kabhi alvida naa kehna,"dramas, international movies, romantic movies",251,3.0,ns2731
16922,kabhi khushi kabhie gham,"dramas, international movies",454,3.5,ns2732
16923,kal ho naa ho,"comedies, dramas, international movies",12,4.0,ns2733
16924,kapoor & sons,"comedies, dramas, international movies",362,4.0,ns2734
16925,kuch kuch hota hai,"comedies, dramas, international movies",191,4.0,ns2735
16926,magnificent,"comedies, international movies, romantic movies",533,3.0,ns2736
16927,man like mobeen,"british tv shows, international tv shows, tv comedies",483,4.0,ns2737
16928,mighty raju rio calling,"children & family movies, sports movies",150,3.0,ns2738
16929,muqaddar ka faisla,"action & adventure, comedies, dramas",398,3.0,ns2739
16930,pokémon the series,"anime series, kids' tv",592,3.0,ns2740
16931,saint seiya,anime series,9,5.0,ns2741
16932,sethum aayiram pon,"dramas, independent movies, international movies",332,3.5,ns2742
16933,sunderland 'til i die,"british tv shows, docuseries, international tv shows",497,4.0,ns2743
16934,the iliza shlesinger sketch show,tv comedies,398,3.5,ns2744
16935,the little vampire,children & family movies,640,4.0,ns2745
16936,the runaways,"dramas, independent movies, music & musicals",231,3.0,ns2746
16937,the windsors,"british tv shows, international tv shows, tv comedies",47,4.0,ns2747
16938,ungli,"comedies, dramas, international movies",353,2.0,ns2748
16939,well-intended love,"international tv shows, romantic tv shows, tv comedies",707,3.0,ns2749
16940,wildling,"horror movies, independent movies, sci-fi & fantasy",390,4.0,ns2750
16941,a truthful mother,children & family movies,727,1.0,ns2751
16942,akbar birbal,"kids' tv, tv comedies, tv dramas",368,3.0,ns2752
16943,bal ganesh,kids' tv,1109,3.0,ns2753
16944,dave chappelle: the kennedy center mark twain prize for american humor,stand-up comedy,150,3.0,ns2754
16945,greater,"children & family movies, dramas, sports movies",398,3.0,ns2755
16946,indian horse,"dramas, independent movies, sports movies",250,3.0,ns2756
16947,paharganj,"dramas, independent movies, international movies",24,3.0,ns2757
16948,pretty little stalker,thrillers,273,4.5,ns2758
16949,through my father's eyes: the ronda rousey story,"documentaries, sports movies",150,4.0,ns2759
16950,tree house tales,kids' tv,253,1.0,ns2760
16951,kannum kannum kollaiyadithaal,"comedies, dramas, international movies",46,4.5,ns2761
16952,rugal,"crime tv shows, international tv shows, korean tv shows",65,2.0,ns2762
16953,rogue warfare,action & adventure,151,3.5,ns2763
16954,dragons: rescue riders: hunt for the golden dragon,"children & family movies, comedies",120,4.0,ns2764
16955,happy!,"crime tv shows, tv action & adventure, tv comedies",546,4.0,ns2765
16956,ladies up,"international tv shows, stand-up comedy & talk shows, tv comedies",322,3.0,ns2766
16957,maska,"comedies, dramas, international movies",106,2.5,ns2767
16958,ozark,"crime tv shows, tv dramas, tv thrillers",871,2.0,ns2768
16959,the decline,"action & adventure, international movies",362,4.0,ns2769
16960,there's something in the water,"documentaries, international movies",151,0.5,ns2770
16961,true: wuzzle wegg day,children & family movies,132,5.0,ns2771
16962,uncorked,"dramas, independent movies",363,4.0,ns2772
16963,wassup man go!,"international tv shows, korean tv shows, reality tv",132,3.0,ns2773
16964,willy and the guardians of the lake: tales from the lakeside winter adventure,children & family movies,164,3.5,ns2774
16965,7seeds,"anime series, international tv shows",120,3.0,ns2775
16966,happy old year,"dramas, international movies, romantic movies",758,5.0,ns2776
16967,making unorthodox,"documentaries, international movies",752,4.0,ns2777
16968,unorthodox,"international tv shows, tv dramas",115,3.0,ns2778
16969,bethany hamilton: unstoppable,"children & family movies, documentaries, sports movies",49,5.0,ns2779
16970,crip camp: a disability revolution,documentaries,34,3.0,ns2780
16971,curtiz,"dramas, international movies",35,4.0,ns2781
16972,the occupant,"independent movies, international movies, thrillers",741,3.0,ns2782
16973,tom segura: ball hog,stand-up comedy,732,3.0,ns2783
16974,freud,"crime tv shows, international tv shows, tv dramas",229,3.0,ns2784
16975,j-style trip,"international tv shows, reality tv",543,5.0,ns2785
16976,barbie dreamhouse adventures: go team roberts,kids' tv,120,4.0,ns2786
16977,a life of speed: the juan manuel fangio story,"documentaries, international movies, sports movies",482,3.0,ns2787
16978,archibald's next big thing,"kids' tv, tv comedies",65,2.0,ns2788
16979,dino girl gauko,"anime series, kids' tv",503,3.5,ns2789
16980,el silencio es bienvenido,"dramas, independent movies, international movies",74,3.0,ns2790
16981,greenhouse academy,"kids' tv, tv dramas, teen tv shows",218,5.0,ns2791
16982,self made: inspired by the life of madam c.j. walker,tv dramas,200,4.5,ns2792
16983,she,"crime tv shows, international tv shows, tv dramas",988,3.5,ns2793
16984,the english game,"british tv shows, international tv shows, tv dramas",68,4.5,ns2794
16985,the letter for the king,"british tv shows, international tv shows, tv action & adventure",490,4.5,ns2795
16986,"tiger king: murder, mayhem and madness","crime tv shows, docuseries",229,2.0,ns2796
16987,ultras,"dramas, international movies, sports movies",604,4.0,ns2797
16988,vampires,"international tv shows, tv dramas, tv horror",412,4.5,ns2798
16989,3022,"independent movies, sci-fi & fantasy, thrillers",764,2.5,ns2799
16990,altered carbon: resleeved,"action & adventure, anime features, international movies",231,3.0,ns2800
16991,masameer - the movie,"comedies, international movies",46,3.5,ns2801
16992,alli wish,"dramas, romantic movies",125,3.5,ns2802
16993,caliphate,"international tv shows, tv dramas",340,4.0,ns2803
16994,lu over the wall,"anime features, music & musicals, sci-fi & fantasy",62,4.0,ns2804
16995,women of the night,"crime tv shows, international tv shows, tv dramas",158,5.0,ns2805
16996,xv: beyond the tryline,"documentaries, sports movies",230,3.5,ns2806
16997,bert kreischer: hey big boy,stand-up comedy,231,3.0,ns2807
16998,shaun the sheep: adventures from mossy bottom,"british tv shows, kids' tv, tv comedies",166,2.5,ns2808
16999,we speak dance,docuseries,251,2.5,ns2809
17000,search party,comedies,150,3.0,ns2810
17001,bypass road,"international movies, thrillers",368,4.0,ns2811
17002,digs & discoveries: all track's lead to rome,children & family movies,166,5.0,ns2812
17003,digs & discoveries: mines of mystery,children & family movies,68,4.0,ns2813
17004,ken burns presents: college behind bars: a film by lynn novick and produced by sarah botstein,docuseries,114,4.0,ns2814
17005,steam team to the rescue,children & family movies,340,3.0,ns2815
17006,jai mummy di,"comedies, international movies, romantic movies",326,5.0,ns2816
17007,100 humans,"docuseries, science & nature tv",319,2.0,ns2817
17008,baby mamas,"comedies, dramas, international movies",158,4.0,ns2818
17009,bloodride,"international tv shows, tv horror, tv mysteries",382,5.0,ns2819
17010,go karts,"children & family movies, dramas",429,2.5,ns2820
17011,justine,"dramas, independent movies",32,4.0,ns2821
17012,kingdom,"international tv shows, korean tv shows, tv action & adventure",41,4.0,ns2822
17013,lost girls,dramas,51,4.0,ns2823
17014,miracle in cell no. 7,"dramas, international movies",391,4.0,ns2824
17015,the valhalla murders,"crime tv shows, international tv shows, tv dramas",64,4.0,ns2825
17016,dirty money,"crime tv shows, docuseries",465,3.5,ns2826
17017,on my block,"romantic tv shows, tv comedies, tv dramas",231,3.5,ns2827
17018,the circle brazil,"international tv shows, reality tv",1080,5.0,ns2828
17019,carmen sandiego: to steal or not to steal,children & family movies,348,4.0,ns2829
17020,marc maron: end times fun,stand-up comedy,321,3.0,ns2830
17021,sitara: let girls dream,"children & family movies, dramas",740,4.0,ns2831
17022,alakada reloaded,"comedies, international movies",27,5.0,ns2832
17023,all about love,"dramas, international movies, romantic movies",728,5.0,ns2833
17024,guilty,"dramas, international movies",56,3.0,ns2834
17025,i am jonas,"dramas, independent movies, international movies",56,3.5,ns2835
17026,miles davis: birth of the cool,"documentaries, music & musicals",229,5.0,ns2836
17027,spenser confidential,"action & adventure, comedies",325,3.5,ns2837
17028,twin murders: the silence of the white city,"international movies, thrillers",62,4.0,ns2838
17029,ugly delicious,docuseries,55,2.0,ns2839
17030,93 days,"dramas, international movies, thrillers",79,3.5,ns2840
17031,angu vaikuntapurathu (malayalam),"action & adventure, comedies, dramas",15,3.0,ns2841
